"GID_0","NAME_0","GID_1","NAME_1","VARNAME_1","NL_NAME_1","TYPE_1","ENGTYPE_1","CC_1","HASC_1"
"KEN","Kenya","KEN.3_1","Bungoma",NA,NA,"County","County","39","KE.BN"
